Timestamp,Transaction ID,Traffic Volume (Mbps),Number of Active Users,Network Slice ID,Requested Bandwidth (Mbps),Actual Bandwidth Allocated (Mbps),Latency (ms),Congestion Level,Queue Length (Packets),Transaction Success (1/0)
2025-01-06 00:37:57,TX01143,587,808826,Slice-1,627,621,315,Medium,387,0
2025-01-19 11:08:10,TX01144,340,743688,Slice-2,366,351,285,Low,481,1
2025-01-07 00:59:34,TX01145,249,650373,Slice-2,275,273,29,Low,15,1
2025-01-06 07:36:41,TX01146,481,850613,Slice-2,496,485,478,High,272,0
2025-01-01 20:13:37,TX01147,932,174103,Slice-1,952,942,13,Low,203,1
2025-01-27 06:21:10,TX01148,892,281362,Slice-2,926,923,275,Medium,491,0
2025-01-12 08:15:50,TX01149,670,650854,Slice-3,704,693,253,Low,65,0
2025-01-09 19:30:31,TX01150,627,332658,Slice-3,648,647,220,Low,207,0
2025-01-04 21:46:31,TX01151,192,917813,Slice-1,202,191,221,Low,234,1
2025-01-28 21:24:45,TX01152,905,496667,Slice-3,934,933,406,Low,378,0
2025-01-10 22:46:03,TX01153,562,173947,Slice-1,572,564,17,Low,20,1
2025-01-06 09:28:59,TX01154,32,651183,Slice-2,65,65,184,Medium,113,0
2025-01-18 04:02:56,TX01155,427,784810,Slice-2,451,449,78,Low,391,1
2025-01-18 19:49:46,TX01156,345,868741,Slice-1,367,362,149,Medium,326,1
2025-01-20 10:28:25,TX01157,445,874501,Slice-2,471,471,498,Medium,137,0
2025-01-02 14:02:50,TX01158,711,729920,Slice-2,744,729,17,Low,331,1
2025-01-27 00:55:27,TX01159,401,421259,Slice-3,431,420,29,Low,456,1
2025-01-24 05:14:52,TX01160,914,692487,Slice-1,930,913,471,Medium,207,0
2025-01-14 02:27:10,TX01161,347,180685,Slice-2,377,372,103,Medium,93,0
2025-01-01 18:11:09,TX01162,661,525445,Slice-3,693,689,336,Low,242,0
2025-01-30 04:56:31,TX01163,605,857492,Slice-1,637,618,67,Low,371,1
2025-01-16 06:07:56,TX01164,342,58461,Slice-1,377,374,176,Medium,130,0
2025-01-17 21:41:42,TX01165,72,247882,Slice-1,93,87,310,Low,197,0
2025-01-30 17:30:53,TX01166,985,427460,Slice-1,1001,986,56,Medium,71,0
2025-01-12 15:08:59,TX01167,714,733319,Slice-3,738,733,321,Low,58,0
2025-01-09 06:26:29,TX01168,915,520871,Slice-3,944,938,453,High,268,0
2025-01-02 06:40:15,TX01169,691,619929,Slice-1,739,728,179,Low,190,1
2025-01-12 10:32:10,TX01170,847,342459,Slice-1,872,865,329,Medium,488,0
2025-01-04 20:58:00,TX01171,759,462812,Slice-3,778,763,480,Low,493,0
2025-01-03 20:48:53,TX01172,708,846099,Slice-3,739,739,156,Low,324,1
2025-01-20 02:41:13,TX01173,826,541069,Slice-1,873,862,472,High,467,0
2025-01-29 03:17:10,TX01174,115,198842,Slice-1,153,142,367,High,79,0
2025-01-05 08:29:06,TX01175,175,928729,Slice-2,216,199,124,Low,278,1
2025-01-16 12:41:39,TX01176,12,447309,Slice-2,22,15,194,Low,383,1
2025-01-25 15:21:36,TX01177,534,618347,Slice-1,559,552,465,Medium,203,0
2025-01-24 14:00:22,TX01178,44,365785,Slice-1,84,71,295,High,378,0
2025-01-06 09:23:58,TX01179,264,410940,Slice-2,309,297,68,High,191,0
2025-01-02 17:27:18,TX01180,34,293627,Slice-1,46,38,328,Low,355,0
2025-01-23 18:39:11,TX01181,659,416040,Slice-2,700,682,1,High,414,0
2025-01-13 15:56:51,TX01182,899,347198,Slice-1,941,930,282,Medium,403,0
2025-01-27 08:56:04,TX01183,398,658314,Slice-2,442,442,337,Low,239,0
2025-01-19 00:10:12,TX01184,953,678471,Slice-1,994,978,124,Medium,0,1
2025-01-12 00:19:25,TX01185,925,730510,Slice-3,935,931,156,Low,276,0
2025-01-07 19:55:05,TX01186,310,784392,Slice-2,353,341,254,Medium,367,0
2025-01-26 17:00:42,TX01187,16,519288,Slice-1,54,37,245,Medium,258,1
2025-01-18 22:44:23,TX01188,592,416685,Slice-3,630,617,305,Low,488,0
2025-01-21 01:41:00,TX01189,913,513488,Slice-2,953,945,18,Low,489,1
2025-01-19 10:44:26,TX01190,44,50244,Slice-3,84,72,344,High,306,0
2025-01-10 18:16:16,TX01191,225,126836,Slice-2,251,237,409,Low,396,0
2025-01-11 23:02:53,TX01192,243,919074,Slice-3,286,280,183,High,178,0
2025-01-18 11:03:30,TX01193,245,974373,Slice-1,281,273,188,Medium,438,1
2025-01-02 10:03:39,TX01194,386,99635,Slice-1,396,386,175,Low,106,1
2025-01-14 18:16:38,TX01195,951,800039,Slice-2,994,984,69,Medium,345,1
2025-01-17 12:30:56,TX01196,825,101664,Slice-2,873,871,376,Low,266,0
2025-01-02 22:23:49,TX01197,128,263934,Slice-3,140,122,427,Medium,466,0
2025-01-22 21:39:49,TX01198,500,181184,Slice-2,515,499,282,Low,200,0
2025-01-27 10:03:50,TX01199,136,616661,Slice-1,173,171,368,Medium,76,0
2025-01-23 17:30:14,TX01200,562,798775,Slice-2,595,593,48,Medium,342,1
2025-01-18 06:52:22,TX01201,698,818633,Slice-2,743,743,54,Low,433,1
2025-01-16 03:02:30,TX01202,458,681853,Slice-3,470,467,374,Low,472,0
2025-01-01 10:38:49,TX01203,582,372708,Slice-2,622,618,106,Medium,454,1
2025-01-17 05:40:13,TX01204,370,804180,Slice-1,399,382,42,Low,56,1
2025-01-20 02:36:40,TX01205,121,179111,Slice-1,159,149,8,Low,333,1
2025-01-24 06:18:01,TX01206,88,489202,Slice-1,114,112,279,Low,339,0
2025-01-10 04:27:00,TX01207,733,888824,Slice-1,773,771,223,Medium,7,1
2025-01-01 10:56:58,TX01208,808,629864,Slice-1,832,830,22,Low,291,1
2025-01-12 23:43:17,TX01209,648,30899,Slice-2,694,690,429,High,89,0
2025-01-19 05:03:40,TX01210,761,854319,Slice-2,800,781,34,Low,119,1
2025-01-05 06:45:16,TX01211,691,34407,Slice-2,704,695,438,High,21,0
2025-01-13 19:38:20,TX01212,731,702641,Slice-2,778,768,159,Low,276,0
2025-01-14 17:22:47,TX01213,594,431382,Slice-2,629,613,161,Low,273,1
2025-01-05 15:22:44,TX01214,224,969163,Slice-1,237,219,491,Low,461,0
2025-01-28 10:53:26,TX01215,421,5570,Slice-2,451,449,447,Low,449,0
2025-01-27 01:53:04,TX01216,320,939199,Slice-1,369,362,36,Low,172,1
2025-01-24 14:13:04,TX01217,293,282492,Slice-3,308,300,320,Medium,252,0
2025-01-17 18:57:03,TX01218,365,872125,Slice-3,376,376,357,Low,451,0
2025-01-07 19:16:23,TX01219,630,643657,Slice-1,676,671,347,Medium,178,0
2025-01-10 01:56:00,TX01220,396,977595,Slice-1,412,406,73,Medium,422,1
2025-01-20 17:18:58,TX01221,394,269264,Slice-1,440,431,493,High,100,0
2025-01-10 04:45:20,TX01222,409,838919,Slice-2,429,429,338,High,55,0
2025-01-13 09:24:22,TX01223,515,45915,Slice-3,537,536,281,Low,299,0
2025-01-13 03:56:30,TX01224,547,556491,Slice-1,558,546,178,Low,351,1
2025-01-13 16:51:52,TX01225,656,903472,Slice-2,702,700,98,Medium,172,1
2025-01-20 18:22:00,TX01226,19,307348,Slice-1,30,20,152,High,360,0
2025-01-23 07:16:22,TX01227,472,796765,Slice-1,499,481,261,Medium,175,0
2025-01-09 21:52:04,TX01228,705,268030,Slice-1,740,739,277,Low,257,1
2025-01-18 02:48:46,TX01229,541,840319,Slice-1,562,553,354,Medium,442,0
2025-01-25 15:33:49,TX01230,352,710273,Slice-2,399,387,169,High,159,0
2025-01-16 15:52:05,TX01231,56,471941,Slice-3,105,94,7,High,190,0
2025-01-05 23:47:50,TX01232,611,216958,Slice-1,644,644,432,Medium,465,0
2025-01-17 01:18:13,TX01233,404,678481,Slice-3,418,407,399,Medium,167,0
2025-01-15 16:50:20,TX01234,877,866241,Slice-2,893,881,197,Low,111,0
2025-01-27 17:45:57,TX01235,824,419236,Slice-3,851,839,207,Medium,170,1
2025-01-03 09:16:49,TX01236,902,865669,Slice-2,933,932,178,Medium,278,1
2025-01-14 05:21:17,TX01237,85,182550,Slice-1,106,98,148,Low,348,1
2025-01-09 22:05:48,TX01238,733,337227,Slice-2,760,751,113,Low,178,1
2025-01-03 21:24:52,TX01239,606,169182,Slice-3,648,639,486,Medium,76,0
2025-01-26 10:44:06,TX01240,116,152897,Slice-2,140,125,489,Low,369,0
2025-01-24 03:48:51,TX01241,171,806482,Slice-2,208,205,464,Low,307,0
2025-01-14 08:57:50,TX01242,784,27610,Slice-3,831,831,127,Medium,246,1
2025-01-17 04:11:37,TX01243,526,896622,Slice-3,552,537,201,Low,7,0
2025-01-04 01:04:52,TX01244,819,46236,Slice-1,866,853,487,Medium,9,0
2025-01-19 07:15:04,TX01245,67,102897,Slice-3,80,67,379,Low,165,0
2025-01-18 09:05:44,TX01246,579,283437,Slice-2,624,606,14,Medium,162,1
2025-01-04 04:02:24,TX01247,206,875516,Slice-3,219,204,340,Low,449,0
2025-01-03 17:09:43,TX01248,249,47739,Slice-1,289,288,347,Medium,369,0
2025-01-11 07:50:54,TX01249,667,979211,Slice-3,702,693,286,High,410,0
2025-01-06 22:13:22,TX01250,383,859949,Slice-1,399,396,408,Low,394,0
2025-01-20 09:32:00,TX01251,52,810693,Slice-2,91,73,275,Medium,304,1
2025-01-06 22:03:39,TX01252,663,166466,Slice-2,685,684,58,Medium,101,1
2025-01-17 02:45:18,TX01253,833,685551,Slice-3,863,851,107,High,416,0
2025-01-05 21:09:33,TX01254,469,811255,Slice-1,516,508,229,High,307,0
2025-01-06 17:43:21,TX01255,863,716495,Slice-3,904,890,3,Low,115,1
2025-01-28 10:50:09,TX01256,815,897971,Slice-3,828,817,434,Low,486,0
2025-01-22 04:43:32,TX01257,274,21630,Slice-2,317,301,265,Low,175,1
2025-01-15 12:07:49,TX01258,82,420067,Slice-2,103,94,340,High,81,0
2025-01-22 20:40:40,TX01259,675,855788,Slice-3,697,683,190,High,230,0
2025-01-12 22:35:34,TX01260,810,681800,Slice-3,830,814,404,High,433,0
2025-01-19 14:23:21,TX01261,232,429112,Slice-1,262,254,219,High,244,0
2025-01-27 16:57:14,TX01262,85,639779,Slice-3,110,108,350,High,32,0
2025-01-19 07:18:49,TX01263,87,987522,Slice-2,114,97,243,High,331,0
2025-01-27 21:31:15,TX01264,819,906799,Slice-1,856,856,347,Medium,318,0
2025-01-05 15:32:00,TX01265,183,320523,Slice-1,204,185,131,High,172,0
2025-01-16 15:23:58,TX01266,287,196137,Slice-1,334,334,158,Medium,487,0
2025-01-18 01:52:34,TX01267,35,570910,Slice-2,73,66,139,High,378,0
2025-01-05 22:51:33,TX01268,466,85679,Slice-1,482,474,12,High,316,0
2025-01-26 11:36:58,TX01269,161,596738,Slice-1,198,188,283,Low,359,1
2025-01-22 19:34:40,TX01270,133,603917,Slice-3,174,156,375,Low,95,0
2025-01-03 01:12:29,TX01271,521,840692,Slice-2,565,547,84,Medium,49,0
2025-01-13 15:31:29,TX01272,617,856779,Slice-2,661,645,276,Low,42,1
2025-01-04 03:04:24,TX01273,504,464873,Slice-1,531,515,403,High,102,0
2025-01-18 19:48:11,TX01274,625,802632,Slice-1,641,641,180,Low,156,1
2025-01-03 17:49:02,TX01275,633,706345,Slice-1,660,647,70,High,198,0
2025-01-14 21:47:10,TX01276,744,752842,Slice-2,779,771,470,Low,487,0
2025-01-30 20:45:04,TX01277,578,116308,Slice-2,590,576,116,Low,453,1
2025-01-12 13:19:36,TX01278,20,515770,Slice-1,34,20,71,High,16,0
2025-01-01 11:05:32,TX01279,990,394120,Slice-3,1028,1022,300,Low,354,0
2025-01-21 00:10:30,TX01280,864,674259,Slice-1,906,891,395,Medium,191,0
2025-01-05 18:11:00,TX01281,740,822372,Slice-1,784,783,131,High,71,0
2025-01-28 22:11:03,TX01282,789,96367,Slice-2,812,793,484,Low,468,0
2025-01-01 12:22:29,TX01283,605,786865,Slice-1,634,624,455,Medium,147,0
2025-01-18 23:58:26,TX01284,655,837801,Slice-1,686,677,294,Low,173,1
2025-01-24 10:02:49,TX01285,182,678794,Slice-1,205,194,271,Medium,301,0
2025-01-18 00:29:30,TX01286,363,425829,Slice-2,402,386,168,Medium,351,0
2025-01-04 17:39:09,TX01287,498,8451,Slice-1,544,543,357,Low,300,0
2025-01-27 08:55:39,TX01288,231,269373,Slice-1,243,225,346,Low,83,0
2025-01-05 20:22:39,TX01289,545,839713,Slice-2,575,568,484,Low,390,0
2025-01-09 05:14:46,TX01290,721,29016,Slice-2,753,735,252,Low,143,1
2025-01-06 11:14:55,TX01291,754,158076,Slice-3,803,801,240,Low,310,1
2025-01-07 06:10:20,TX01292,460,927200,Slice-3,481,464,81,High,71,0
2025-01-10 19:02:54,TX01293,897,681430,Slice-3,918,912,73,Medium,408,1
2025-01-13 13:35:02,TX01294,359,341042,Slice-2,370,368,461,High,488,0
2025-01-15 21:37:29,TX01295,662,212633,Slice-1,686,684,366,Low,326,0
2025-01-10 15:20:03,TX01296,665,906928,Slice-3,691,675,216,High,137,0
2025-01-05 01:52:52,TX01297,894,96867,Slice-2,921,902,140,Low,24,1
2025-01-22 03:38:02,TX01298,46,365109,Slice-2,90,75,267,Medium,409,1
2025-01-12 05:41:46,TX01299,40,924203,Slice-2,86,77,121,Medium,249,1
2025-01-16 16:46:53,TX01300,390,415833,Slice-1,427,426,6,Low,332,1
2025-01-25 04:33:40,TX01301,967,501540,Slice-1,1012,1001,458,Medium,187,0
2025-01-28 05:36:03,TX01302,849,986744,Slice-1,882,872,337,Medium,355,0
2025-01-24 09:55:14,TX01303,541,152553,Slice-2,551,542,350,Low,341,0
2025-01-02 20:50:34,TX01304,470,954673,Slice-2,509,499,48,Medium,324,1
2025-01-07 15:25:09,TX01305,524,517373,Slice-2,555,537,196,High,208,0
2025-01-25 22:05:30,TX01306,936,260625,Slice-2,982,966,488,Medium,235,0
2025-01-17 03:19:26,TX01307,962,572620,Slice-1,977,976,89,Low,159,1
2025-01-30 12:11:11,TX01308,888,219161,Slice-3,919,903,31,Low,401,1
2025-01-25 10:41:49,TX01309,273,247684,Slice-1,316,300,242,Medium,288,1
2025-01-09 16:39:48,TX01310,910,419880,Slice-2,922,909,97,Low,288,1
2025-01-02 22:57:22,TX01311,104,736579,Slice-2,151,139,142,Medium,74,0
2025-01-14 04:58:03,TX01312,476,111859,Slice-3,514,498,445,Medium,280,0
2025-01-14 12:57:06,TX01313,60,173632,Slice-1,100,87,341,High,186,0
2025-01-07 00:54:00,TX01314,927,772719,Slice-2,962,945,159,High,409,0
2025-01-18 10:02:00,TX01315,743,767085,Slice-1,761,745,345,Low,159,0
2025-01-23 00:27:11,TX01316,392,645064,Slice-2,434,425,164,Low,407,0
2025-01-02 16:33:54,TX01317,477,978503,Slice-2,488,484,146,Medium,44,1
2025-01-09 21:06:03,TX01318,388,226063,Slice-1,417,413,239,Medium,93,1
2025-01-20 09:22:01,TX01319,519,417412,Slice-3,539,531,187,Low,266,0
2025-01-01 07:59:08,TX01320,152,60413,Slice-1,188,169,141,Low,215,1
2025-01-25 19:30:52,TX01321,737,444591,Slice-3,783,776,8,Medium,213,1
2025-01-20 15:59:33,TX01322,152,398150,Slice-1,169,154,327,High,8,0
2025-01-02 04:46:21,TX01323,818,883902,Slice-3,828,817,297,Medium,228,1
2025-01-01 07:08:37,TX01324,379,181625,Slice-3,418,411,207,Low,296,1
2025-01-25 08:19:55,TX01325,710,416793,Slice-2,746,745,411,Low,398,0
2025-01-05 04:44:28,TX01326,235,288634,Slice-1,267,260,407,Medium,156,0
2025-01-18 23:54:04,TX01327,607,59675,Slice-2,625,618,161,Low,328,0
2025-01-04 05:27:25,TX01328,275,16517,Slice-2,286,276,31,Low,491,1
2025-01-30 19:05:57,TX01329,483,389461,Slice-1,526,524,102,Low,276,0
2025-01-13 14:15:49,TX01330,429,944571,Slice-2,461,453,375,Medium,482,0
2025-01-30 08:40:23,TX01331,108,62174,Slice-1,133,125,488,Low,308,0
2025-01-02 12:29:39,TX01332,124,680712,Slice-1,158,140,20,Low,20,1
2025-01-08 13:08:50,TX01333,826,50218,Slice-1,838,822,156,Low,479,1
2025-01-26 15:17:57,TX01334,236,547753,Slice-2,272,258,475,Medium,33,0
2025-01-21 06:46:30,TX01335,778,527693,Slice-3,813,795,360,Low,470,0
2025-01-10 00:42:11,TX01336,703,126480,Slice-2,734,719,35,Low,426,1
2025-01-17 20:45:00,TX01337,720,132848,Slice-2,758,741,180,High,70,0
2025-01-02 06:34:06,TX01338,629,324937,Slice-2,640,638,65,Medium,224,0
2025-01-21 03:55:25,TX01339,990,370674,Slice-3,1000,995,153,Low,18,0
2025-01-30 10:43:26,TX01340,21,738661,Slice-1,36,24,205,Low,9,1
2025-01-08 19:10:12,TX01341,528,575447,Slice-1,544,543,70,Low,115,1
2025-01-13 03:37:27,TX01342,111,875821,Slice-1,148,141,330,Medium,104,0
2025-01-27 22:15:57,TX01343,966,175721,Slice-1,984,975,486,Low,278,0
2025-01-22 17:25:01,TX01344,40,871568,Slice-1,60,51,36,Medium,368,0
2025-01-03 04:57:11,TX01345,688,146670,Slice-2,709,692,470,Low,37,0
2025-01-08 20:06:12,TX01346,226,695229,Slice-2,246,233,106,Low,294,1
2025-01-10 05:35:06,TX01347,422,336092,Slice-3,455,447,231,High,377,0
2025-01-14 02:19:17,TX01348,127,911044,Slice-3,145,138,337,Medium,118,0
2025-01-23 23:08:06,TX01349,175,963906,Slice-1,206,206,325,Low,362,0
2025-01-20 13:46:51,TX01350,190,540736,Slice-1,218,214,74,Medium,486,1
2025-01-09 17:54:09,TX01351,262,471206,Slice-1,280,270,271,High,443,0
2025-01-29 12:18:38,TX01352,255,363253,Slice-1,267,251,199,High,180,0
2025-01-24 14:32:21,TX01353,455,562646,Slice-2,481,478,125,High,164,0
2025-01-11 18:05:36,TX01354,28,170449,Slice-2,47,33,40,Low,406,1
2025-01-26 08:12:11,TX01355,927,239977,Slice-1,972,968,293,Low,89,0
2025-01-25 00:54:34,TX01356,146,77824,Slice-3,162,148,98,Medium,100,1
2025-01-04 14:38:06,TX01357,119,661158,Slice-1,161,145,93,Low,124,1
2025-01-30 13:42:14,TX01358,808,169427,Slice-1,821,810,215,Medium,154,1
2025-01-05 14:12:52,TX01359,406,948149,Slice-2,447,446,225,Medium,171,0
2025-01-29 06:33:24,TX01360,507,887466,Slice-3,543,524,68,Medium,475,1
2025-01-03 12:19:36,TX01361,269,460836,Slice-3,316,301,417,Low,337,0
2025-01-03 18:18:23,TX01362,744,623679,Slice-2,764,758,328,High,494,0
2025-01-25 01:09:56,TX01363,777,139203,Slice-2,790,779,412,Low,220,0
2025-01-20 03:18:35,TX01364,892,512719,Slice-1,919,910,450,Low,452,0
2025-01-10 06:20:52,TX01365,130,914113,Slice-1,151,135,149,Medium,155,1
2025-01-21 13:32:33,TX01366,836,788933,Slice-1,868,849,308,Medium,77,0
2025-01-11 21:20:38,TX01367,10,211899,Slice-1,55,43,394,Medium,178,0
2025-01-21 07:46:08,TX01368,510,798193,Slice-1,546,536,162,Medium,408,0
2025-01-21 12:50:46,TX01369,267,442242,Slice-3,288,287,84,Medium,236,1
2025-01-07 10:38:40,TX01370,435,925046,Slice-2,446,428,42,High,313,0
2025-01-20 16:25:17,TX01371,893,729322,Slice-1,918,918,14,High,417,0
2025-01-22 02:10:45,TX01372,191,557014,Slice-1,223,213,416,Low,81,0
2025-01-02 23:38:31,TX01373,718,644676,Slice-1,734,719,445,Low,79,0
2025-01-28 07:37:51,TX01374,315,829357,Slice-2,332,325,344,Low,498,0
2025-01-23 19:18:40,TX01375,454,63115,Slice-2,502,485,332,Low,70,0
2025-01-18 22:10:56,TX01376,128,320073,Slice-2,165,165,313,Low,270,0
2025-01-24 05:17:12,TX01377,414,70238,Slice-1,456,442,237,Low,456,1
2025-01-11 02:02:35,TX01378,341,189946,Slice-2,358,341,302,Low,144,0
2025-01-01 10:08:06,TX01379,910,978704,Slice-1,938,924,289,Low,201,0
2025-01-03 03:13:32,TX01380,149,270839,Slice-2,194,187,393,High,412,0
2025-01-13 17:39:37,TX01381,300,665572,Slice-1,324,317,126,High,424,0
2025-01-25 17:49:45,TX01382,715,402307,Slice-2,758,742,70,Low,279,1
2025-01-21 12:03:10,TX01383,671,744032,Slice-1,702,692,152,Low,475,1
2025-01-27 10:31:08,TX01384,596,460272,Slice-1,606,604,320,Low,37,0
2025-01-25 23:49:55,TX01385,83,675825,Slice-1,99,86,40,Low,69,1
2025-01-10 18:00:19,TX01386,550,22526,Slice-3,570,553,215,Low,294,0
2025-01-26 20:00:29,TX01387,95,447514,Slice-1,126,117,190,Medium,141,1
2025-01-13 04:39:08,TX01388,315,45634,Slice-2,340,340,12,Medium,241,1
2025-01-15 01:10:03,TX01389,664,431658,Slice-2,675,660,90,Low,489,1
2025-01-29 04:12:15,TX01390,866,989806,Slice-3,887,870,421,Low,222,0
2025-01-10 15:00:28,TX01391,822,370223,Slice-2,837,836,415,Low,209,0
2025-01-09 21:37:34,TX01392,949,742963,Slice-2,960,945,356,Medium,304,0
2025-01-17 15:56:33,TX01393,281,197791,Slice-1,314,310,279,Low,194,0
2025-01-23 12:09:49,TX01394,282,386675,Slice-1,305,302,277,Medium,431,1
2025-01-09 20:33:44,TX01395,860,401629,Slice-1,875,859,309,Medium,361,0
2025-01-25 10:25:24,TX01396,547,880739,Slice-3,586,584,28,Low,476,1
2025-01-27 18:08:16,TX01397,429,330933,Slice-1,441,441,341,Low,463,0
2025-01-19 02:29:56,TX01398,186,279614,Slice-2,228,210,43,Low,258,1
2025-01-01 22:46:45,TX01399,905,568152,Slice-1,946,937,162,Medium,136,1
2025-01-04 15:49:26,TX01400,37,700915,Slice-1,57,50,29,High,256,0
2025-01-09 15:18:02,TX01401,138,215450,Slice-3,173,154,298,Medium,280,1
2025-01-10 20:55:27,TX01402,720,292308,Slice-1,744,730,433,Low,202,0
2025-01-27 00:55:25,TX01403,791,674565,Slice-2,839,833,121,High,199,0
2025-01-20 11:02:38,TX01404,834,680336,Slice-1,849,841,478,Low,60,0
2025-01-19 23:44:41,TX01405,829,25556,Slice-3,869,852,476,High,21,0
2025-01-13 18:33:40,TX01406,77,770067,Slice-2,88,70,498,Low,229,0
2025-01-01 03:15:18,TX01407,246,661643,Slice-1,285,267,169,Low,288,1
2025-01-01 03:31:46,TX01408,554,863106,Slice-1,587,586,268,Medium,117,1
2025-01-30 23:10:52,TX01409,232,615079,Slice-1,276,260,128,Medium,432,1
2025-01-28 14:36:44,TX01410,700,231801,Slice-2,719,706,161,Low,331,0
2025-01-23 21:10:43,TX01411,320,493299,Slice-1,345,332,6,Medium,46,0
2025-01-13 12:08:34,TX01412,428,906199,Slice-2,461,453,134,Low,77,0
2025-01-02 13:27:22,TX01413,915,809161,Slice-2,931,922,29,Low,245,1
2025-01-23 18:36:37,TX01414,972,347565,Slice-3,1013,998,385,High,321,0
2025-01-11 22:33:05,TX01415,237,405692,Slice-3,253,252,489,High,270,0
2025-01-16 21:47:10,TX01416,628,330070,Slice-1,643,642,14,Low,318,1
2025-01-03 13:43:00,TX01417,660,258956,Slice-1,680,670,418,Low,89,0
2025-01-01 12:49:05,TX01418,407,989092,Slice-1,446,441,52,Low,120,1
2025-01-03 09:11:30,TX01419,864,136721,Slice-1,899,895,88,Low,336,1
2025-01-07 15:23:36,TX01420,374,697589,Slice-2,402,390,86,Low,425,1
2025-01-12 08:45:59,TX01421,89,820221,Slice-1,102,98,255,Low,338,1
2025-01-04 19:12:17,TX01422,665,937894,Slice-1,676,675,290,Medium,350,0
2025-01-26 22:08:08,TX01423,869,747200,Slice-2,902,884,445,Low,398,0
2025-01-12 07:13:39,TX01424,552,946296,Slice-2,568,563,148,High,352,0
2025-01-24 04:03:47,TX01425,116,126703,Slice-1,126,122,485,Medium,499,0
2025-01-16 04:46:40,TX01426,998,375224,Slice-1,1029,1014,175,High,473,0
2025-01-29 16:25:35,TX01427,950,912839,Slice-3,961,958,309,Medium,295,0
2025-01-11 07:30:24,TX01428,585,414680,Slice-3,610,608,191,Low,197,1
2025-01-17 10:51:52,TX01429,796,297598,Slice-3,816,801,89,Low,331,1
2025-01-17 01:40:35,TX01430,565,587808,Slice-3,588,569,292,Low,216,1
2025-01-16 07:23:33,TX01431,663,955432,Slice-1,675,672,23,Low,109,1
2025-01-19 08:52:14,TX01432,240,523148,Slice-2,282,272,271,Low,213,1
2025-01-06 07:56:25,TX01433,205,693408,Slice-1,238,236,163,High,372,0
2025-01-29 02:33:32,TX01434,919,382746,Slice-1,930,912,241,Low,325,1
2025-01-07 04:49:22,TX01435,251,766614,Slice-1,298,281,199,High,375,0
2025-01-14 07:41:49,TX01436,617,54692,Slice-2,629,617,282,Low,401,0
2025-01-18 02:11:30,TX01437,963,702457,Slice-2,988,970,116,Low,14,0
2025-01-12 14:58:11,TX01438,660,30762,Slice-2,705,705,410,Low,262,0
2025-01-08 04:12:58,TX01439,333,64405,Slice-3,355,341,134,Low,299,1
2025-01-27 15:54:03,TX01440,774,611982,Slice-2,796,791,432,Low,406,0
2025-01-25 12:26:30,TX01441,168,722057,Slice-2,215,199,214,Low,462,1
2025-01-26 13:59:41,TX01442,101,881294,Slice-1,145,128,19,High,84,0
2025-01-05 04:03:11,TX01443,514,783876,Slice-1,554,551,66,High,203,0
2025-01-18 06:41:45,TX01444,625,75873,Slice-1,651,646,414,Medium,264,0
2025-01-29 11:03:44,TX01445,963,964794,Slice-3,985,983,387,Medium,402,0
2025-01-25 06:46:47,TX01446,774,299300,Slice-1,788,779,42,Low,19,1
2025-01-20 03:16:48,TX01447,126,342238,Slice-2,150,142,180,Low,173,1
2025-01-30 15:45:30,TX01448,290,699718,Slice-1,324,314,264,High,405,0
2025-01-24 18:10:38,TX01449,671,40453,Slice-1,683,681,292,Medium,168,1
2025-01-12 18:05:23,TX01450,550,384642,Slice-3,578,570,432,Low,50,0
2025-01-24 20:27:33,TX01451,379,80771,Slice-2,407,402,137,Medium,344,0
2025-01-21 21:57:31,TX01452,429,553387,Slice-1,458,450,433,Low,437,0
2025-01-01 07:29:52,TX01453,102,836878,Slice-3,131,112,97,Low,53,1
2025-01-11 22:23:31,TX01454,863,92531,Slice-2,912,897,137,Low,333,1
2025-01-18 11:03:55,TX01455,417,360613,Slice-1,445,441,149,Medium,20,1
2025-01-07 11:31:23,TX01456,430,527363,Slice-2,474,461,113,Medium,238,0
2025-01-05 00:34:12,TX01457,742,770127,Slice-1,769,764,385,Medium,456,0
2025-01-22 23:14:46,TX01458,485,668008,Slice-2,519,502,255,Low,54,1
2025-01-05 09:36:38,TX01459,407,666745,Slice-1,419,415,241,Low,4,0
2025-01-23 04:08:53,TX01460,839,193804,Slice-3,881,868,117,Medium,434,1
2025-01-04 23:18:40,TX01461,325,106793,Slice-3,354,354,213,Low,464,1
2025-01-15 00:38:30,TX01462,466,511051,Slice-1,498,487,318,Medium,369,0
2025-01-15 12:07:16,TX01463,947,529783,Slice-1,963,954,327,Medium,430,0
2025-01-18 01:51:30,TX01464,900,902692,Slice-2,944,940,482,High,215,0
2025-01-03 08:11:13,TX01465,736,481194,Slice-2,773,756,18,Medium,180,0
2025-01-19 02:29:35,TX01466,20,814773,Slice-3,41,32,147,Low,274,1
2025-01-04 20:41:47,TX01467,739,908942,Slice-1,766,750,205,High,214,0
2025-01-02 22:43:43,TX01468,519,530480,Slice-2,548,534,118,Medium,219,1
2025-01-25 17:24:44,TX01469,664,814150,Slice-3,690,684,260,Medium,89,1
2025-01-01 09:34:45,TX01470,58,161582,Slice-1,96,85,319,Low,174,0
2025-01-14 19:30:39,TX01471,70,72189,Slice-1,99,93,452,Low,196,0
